id,gene_short_name,num_cells_expressed,is_tf,tf_family
AT4G17640,AT4G17640,10870,no,
AT4G17650,AT4G17650,9759,no,
AT4G17660,AT4G17660,18,no,
AT4G17670,AT4G17670,5647,no,
AT4G17680,AT4G17680,56,no,
AT4G17720,AT4G17720,9127,no,
AT4G17730,AT4G17730,9260,no,
AT4G17740,AT4G17740,1503,no,
AT4G17750,AT4G17750,2427,yes,HSF
AT4G17760,AT4G17760,341,no,
AT4G17770,AT4G17770,2326,no,
AT4G17785,AT4G17785,290,yes,MYB
AT4G17790,AT4G17790,12581,no,
AT4G17800,AT4G17800,12150,no,
AT4G17830,AT4G17830,8066,no,
AT4G17840,AT4G17840,6731,no,
AT4G17870,AT4G17870,12705,no,
AT4G17880,AT4G17880,2350,yes,bHLH
AT4G17890,AT4G17890,12005,no,
AT4G17895,AT4G17895,4086,no,
AT4G17900,AT4G17900,14883,no,
AT4G17905,AT4G17905,108,no,
AT4G17910,AT4G17910,2097,no,
AT4G17940,AT4G17940,11893,no,
AT4G17950,AT4G17950,6355,no,
AT4G17960,AT4G17960,2541,no,
AT4G17970,AT4G17970,525,no,
AT4G17980,AT4G17980,614,yes,NAC
AT4G18010,AT4G18010,3922,no,
AT4G18020,AT4G18020,1664,yes,ARR-B
AT4G18030,AT4G18030,10861,no,
AT4G18040,AT4G18040,10477,no,
AT4G18050,AT4G18050,684,no,
AT4G18060,AT4G18060,8872,no,
AT4G18070,AT4G18070,15262,no,
AT4G18100,AT4G18100,18290,no,
AT4G18110,AT4G18110,200,no,
AT4G18130,AT4G18130,1776,no,
AT4G18140,AT4G18140,7492,no,
AT4G18170,AT4G18170,3175,yes,WRKY
AT4G18230,AT4G18230,6737,no,
AT4G18240,AT4G18240,1565,no,
AT4G18260,AT4G18260,2054,no,
AT4G18270,AT4G18270,955,no,
AT4G18300,AT4G18300,963,no,
AT4G18310,AT4G18310,16,no,
AT4G18335,AT4G18335,541,no,
AT4G18340,AT4G18340,1559,no,
AT4G18350,AT4G18350,303,no,
AT4G18360,AT4G18360,3519,no,
AT4G18370,AT4G18370,644,no,
AT4G18372,AT4G18372,4371,no,
AT4G18375,AT4G18375,180,no,
AT4G18380,AT4G18380,8950,no,
AT4G18400,AT4G18400,3169,no,
AT4G18422,AT4G18422,548,no,
AT4G18425,AT4G18425,1105,no,
AT4G18430,AT4G18430,4879,no,
AT4G18440,AT4G18440,2636,no,
AT4G18450,AT4G18450,544,yes,ERF
AT4G18470,AT4G18470,754,no,
AT4G18460,AT4G18460,2858,no,
AT4G18465,AT4G18465,1690,no,
AT4G18480,AT4G18480,1194,no,
AT4G18490,AT4G18490,221,no,
AT4G18501,AT4G18501,359,no,
AT4G18510,AT4G18510,3605,no,
AT4G18520,AT4G18520,719,no,
AT4G18530,AT4G18530,2601,no,
AT4G18550,AT4G18550,1476,no,
AT4G18570,AT4G18570,1150,no,
AT4G18580,AT4G18580,10535,no,
AT4G18590,AT4G18590,8470,no,
AT4G18593,AT4G18593,4516,no,
AT4G18600,AT4G18600,1111,no,
AT4G18610,AT4G18610,3427,no,
AT4G18620,AT4G18620,187,no,
AT4G18630,AT4G18630,1452,no,
AT4G18640,AT4G18640,3983,no,
AT4G18650,AT4G18650,163,no,
AT4G18670,AT4G18670,3364,no,
AT4G18700,AT4G18700,10217,no,
AT4G18710,AT4G18710,18479,no,
AT4G18720,AT4G18720,37,no,
AT4G18730,AT4G18730,15064,no,
AT4G18740,AT4G18740,165,no,
AT4G18750,AT4G18750,94,no,
AT4G18760,AT4G18760,2826,no,
AT4G18780,AT4G18780,486,no,
AT4G18800,AT4G18800,5797,no,
AT4G18810,AT4G18810,157,no,
AT4G18820,AT4G18820,1715,no,
AT4G18880,AT4G18880,5404,yes,HSF
AT4G18890,AT4G18890,4119,yes,BES1
AT4G18900,AT4G18900,24,no,
AT4G18905,AT4G18905,2645,no,
AT4G18910,AT4G18910,851,no,
AT4G18920,AT4G18920,55,no,
AT4G18930,AT4G18930,14558,no,
AT4G18940,AT4G18940,841,no,
AT4G18950,AT4G18950,20054,no,
AT4G18970,AT4G18970,21,no,
AT4G18975,AT4G18975,1996,no,
AT4G18980,AT4G18980,268,no,
AT4G18990,AT4G18990,175,no,
AT4G19003,AT4G19003,10291,no,
AT4G19006,AT4G19006,10962,no,
AT4G19010,AT4G19010,2201,no,
AT4G19020,AT4G19020,1339,no,
AT4G19030,AT4G19030,14828,no,
AT4G19040,AT4G19040,5737,no,
AT4G19045,AT4G19045,6876,no,
AT4G19050,AT4G19050,27,no,
AT4G19060,AT4G19060,876,no,
AT4G19070,AT4G19070,1239,no,
AT4G19080,AT4G19080,139,no,
AT4G19090,AT4G19090,93,no,
AT4G19110,AT4G19110,11418,no,
AT4G19120,AT4G19120,11007,no,
AT4G19130,AT4G19130,727,no,
AT4G19140,AT4G19140,9459,no,
AT4G19150,AT4G19150,10134,no,
AT4G19160,AT4G19160,8705,no,
AT4G19170,AT4G19170,30,no,
AT4G19180,AT4G19180,4174,no,
AT4G19185,AT4G19185,5521,no,
AT4G19190,AT4G19190,5252,no,
AT4G19191,AT4G19191,483,no,
AT4G19200,AT4G19200,20685,no,
AT4G19210,AT4G19210,14395,no,
AT4G19220,AT4G19220,91,no,
AT4G19230,AT4G19230,10206,no,
AT4G19350,AT4G19350,4438,no,
AT4G19390,AT4G19390,3107,no,
AT4G19400,AT4G19400,278,no,
AT4G19410,AT4G19410,14002,no,
AT4G19420,AT4G19420,3379,no,
AT4G19440,AT4G19440,1006,no,
AT4G19450,AT4G19450,2184,no,
AT4G19460,AT4G19460,1299,no,
AT4G19490,AT4G19490,7000,no,
AT4G19500,AT4G19500,847,no,
AT4G19510,AT4G19510,844,no,
AT4G19520,AT4G19520,905,no,
AT4G19530,AT4G19530,34,no,
AT4G19540,AT4G19540,3311,no,
AT4G19550,AT4G19550,2262,no,
AT4G19560,AT4G19560,540,no,
AT4G19590,AT4G19590,143,no,
AT4G19600,AT4G19600,2664,no,
AT4G19610,AT4G19610,1628,no,
AT4G19640,AT4G19640,19663,no,
AT4G19645,AT4G19645,87,no,
AT4G19650,AT4G19650,335,no,
AT4G19660,AT4G19660,2088,no,
AT4G19670,AT4G19670,7558,no,
AT4G19680,AT4G19680,2648,no,
AT4G19690,AT4G19690,213,no,
AT4G19700,AT4G19700,8256,no,
AT4G19710,AT4G19710,2602,no,
AT4G19720,AT4G19720,629,no,
AT4G19830,AT4G19830,2231,no,
AT4G19840,AT4G19840,771,no,
AT4G19850,AT4G19850,12,no,
AT4G19860,AT4G19860,9257,no,
AT4G19865,AT4G19865,727,no,
AT4G19870,AT4G19870,3607,no,
AT4G19880,AT4G19880,20764,no,
AT4G19890,AT4G19890,138,no,
AT4G19900,AT4G19900,2175,no,
AT4G19920,AT4G19920,182,no,
AT4G19950,AT4G19950,723,no,
AT4G19960,AT4G19960,1307,no,
AT4G19985,AT4G19985,886,no,
AT4G19990,AT4G19990,2235,yes,FAR1
AT4G20010,AT4G20010,2477,no,
AT4G20020,AT4G20020,2429,no,
AT4G20030,AT4G20030,1424,no,
AT4G20040,AT4G20040,908,no,
AT4G20050,AT4G20050,88,no,
AT4G20060,AT4G20060,253,no,
AT4G20070,AT4G20070,1749,no,
AT4G20090,AT4G20090,204,no,
AT4G20110,AT4G20110,1767,no,
AT4G20130,AT4G20130,560,no,
AT4G20140,AT4G20140,2653,no,
AT4G20150,AT4G20150,24048,no,
AT4G20160,AT4G20160,278,no,
AT4G20170,AT4G20170,6413,no,
AT4G20190,AT4G20190,630,no,
AT4G20210,AT4G20210,920,no,
AT4G20230,AT4G20230,351,no,
AT4G20235,AT4G20235,151,no,
AT4G20240,AT4G20240,557,no,
AT4G20260,AT4G20260,19863,no,
AT4G20270,AT4G20270,831,no,
AT4G20280,AT4G20280,4879,no,
AT4G20290,AT4G20290,33,no,
AT4G20300,AT4G20300,12448,no,
AT4G20310,AT4G20310,326,no,
AT4G20320,AT4G20320,4860,no,
AT4G20325,AT4G20325,1424,no,
AT4G20330,AT4G20330,9922,no,
AT4G20340,AT4G20340,2061,no,
AT4G20350,AT4G20350,1205,no,
AT4G20360,AT4G20360,5064,no,
AT4G20380,AT4G20380,11835,yes,LSD
AT4G20390,AT4G20390,1256,no,
AT4G20400,AT4G20400,3904,no,
AT4G20410,AT4G20410,10250,no,
AT4G20430,AT4G20430,594,no,
AT4G20440,AT4G20440,8664,no,
AT4G20450,AT4G20450,423,no,
AT4G20460,AT4G20460,4163,no,
AT4G20480,AT4G20480,6735,no,
AT4G20690,AT4G20690,83,no,
AT4G20720,AT4G20720,3207,no,
AT4G20760,AT4G20760,3459,no,
AT4G20780,AT4G20780,8037,no,
AT4G20820,AT4G20820,131,no,
AT4G20830,AT4G20830,21610,no,
AT4G20840,AT4G20840,4070,no,
AT4G20850,AT4G20850,13316,no,
AT4G20860,AT4G20860,7371,no,
AT4G20870,AT4G20870,15714,no,
AT4G20880,AT4G20880,4087,no,
AT4G20890,AT4G20890,16573,no,
AT4G20900,AT4G20900,16,no,
AT4G20910,AT4G20910,552,no,
AT4G20920,AT4G20920,35,no,
AT4G20930,AT4G20930,663,no,
AT4G20940,AT4G20940,611,no,
AT4G20960,AT4G20960,2584,no,
AT4G20970,AT4G20970,399,yes,bHLH
AT4G20980,AT4G20980,6322,no,
AT4G20990,AT4G20990,56,no,
AT4G21020,AT4G21020,21,no,
AT4G21060,AT4G21060,1015,no,
AT4G21065,AT4G21065,183,no,
AT4G21070,AT4G21070,677,no,
AT4G21090,AT4G21090,5823,no,
AT4G21100,AT4G21100,2453,no,
AT4G21105,AT4G21105,24618,no,
AT4G21110,AT4G21110,14178,no,
AT4G21120,AT4G21120,1863,no,
AT4G21140,AT4G21140,2508,no,
AT4G21150,AT4G21150,9967,no,
AT4G21160,AT4G21160,10252,no,
AT4G21170,AT4G21170,449,no,
AT4G21180,AT4G21180,2922,no,
AT4G21190,AT4G21190,549,no,
AT4G21192,AT4G21192,8979,no,
AT4G21200,AT4G21200,948,no,
AT4G21210,AT4G21210,189,no,
AT4G21215,AT4G21215,5146,no,
AT4G21220,AT4G21220,841,no,
AT4G21230,AT4G21230,1045,no,
AT4G21250,AT4G21250,112,no,
AT4G21270,AT4G21270,396,no,
AT4G21280,AT4G21280,315,no,
AT4G21300,AT4G21300,104,no,
AT4G21310,AT4G21310,511,no,
AT4G21320,AT4G21320,4295,no,
AT4G21323,AT4G21323,452,no,
AT4G21326,AT4G21326,90,no,
AT4G21340,AT4G21340,489,yes,bHLH
AT4G21350,AT4G21350,215,no,
AT4G21380,AT4G21380,69,no,
AT4G21390,AT4G21390,1732,no,
AT4G21400,AT4G21400,726,no,
AT4G21410,AT4G21410,4214,no,
AT4G21430,AT4G21430,1745,no,
AT4G21440,AT4G21440,1931,yes,MYB
AT4G21450,AT4G21450,15314,no,
AT4G21460,AT4G21460,4322,no,
AT4G21470,AT4G21470,6329,no,
AT4G21480,AT4G21480,661,no,
AT4G21490,AT4G21490,110,no,
AT4G21500,AT4G21500,2454,no,
AT4G21510,AT4G21510,4075,no,
AT4G21520,AT4G21520,1179,no,
AT4G21530,AT4G21530,789,no,
AT4G21534,AT4G21534,2236,no,
AT4G21540,AT4G21540,6282,no,
AT4G21550,AT4G21550,233,yes,B3
AT4G21560,AT4G21560,11601,no,
AT4G21570,AT4G21570,18517,no,
AT4G21580,AT4G21580,12981,no,
AT4G21585,AT4G21585,258,no,
AT4G21590,AT4G21590,1404,no,
AT4G21600,AT4G21600,10626,no,
AT4G21610,AT4G21610,4483,yes,LSD
AT4G21660,AT4G21660,13406,no,
AT4G21670,AT4G21670,3323,no,
AT4G21680,AT4G21680,1089,no,
AT4G21700,AT4G21700,1116,no,
AT4G21705,AT4G21705,967,no,
AT4G21710,AT4G21710,6800,no,
AT4G21720,AT4G21720,5847,no,
AT4G21740,AT4G21740,3229,no,
AT4G21745,AT4G21745,759,no,
AT4G21760,AT4G21760,20,no,
AT4G21770,AT4G21770,1174,no,
AT4G21780,AT4G21780,814,no,
AT4G21790,AT4G21790,17700,no,
AT4G21800,AT4G21800,3344,no,
AT4G21810,AT4G21810,10642,no,
AT4G21820,AT4G21820,299,no,
AT4G21830,AT4G21830,19563,no,
AT4G21840,AT4G21840,10725,no,
AT4G21850,AT4G21850,22950,no,
AT4G21860,AT4G21860,8227,no,
AT4G21870,AT4G21870,325,no,
AT4G21880,AT4G21880,244,no,
AT4G21900,AT4G21900,2849,no,
AT4G21902,AT4G21902,1687,no,
AT4G21920,AT4G21920,720,no,
AT4G21940,AT4G21940,220,no,
AT4G21960,AT4G21960,14775,no,
AT4G21980,AT4G21980,18756,no,
AT4G22000,AT4G22000,10296,no,
AT4G22010,AT4G22010,10682,no,
AT4G22070,AT4G22070,2080,yes,WRKY
AT4G22080,AT4G22080,1863,no,
AT4G22110,AT4G22110,2712,no,
AT4G22115,AT4G22115,17,no,
AT4G22120,AT4G22120,4578,no,
AT4G22130,AT4G22130,5807,no,
AT4G22140,AT4G22140,7469,no,
AT4G22150,AT4G22150,10502,no,
AT4G22160,AT4G22160,2899,no,
AT4G22190,AT4G22190,7891,no,
AT4G22200,AT4G22200,29,no,
AT4G22212,AT4G22212,11877,no,
AT4G22214,AT4G22214,7566,no,
AT4G22217,AT4G22217,3286,no,
AT4G22220,AT4G22220,20159,no,
AT4G22230,AT4G22230,4444,no,
AT4G22235,AT4G22235,7262,no,
AT4G22240,AT4G22240,12399,no,
AT4G22250,AT4G22250,2287,no,
AT4G22260,AT4G22260,6208,no,
AT4G22270,AT4G22270,3432,no,
AT4G22280,AT4G22280,389,no,
AT4G22285,AT4G22285,3571,no,
AT4G22290,AT4G22290,3018,no,
AT4G22300,AT4G22300,9444,no,
AT4G22305,AT4G22305,2588,no,
AT4G22310,AT4G22310,20706,no,
AT4G22320,AT4G22320,4749,no,
AT4G22330,AT4G22330,15320,no,
AT4G22340,AT4G22340,3804,no,
AT4G22350,AT4G22350,3590,no,
AT4G22360,AT4G22360,10145,no,
AT4G22380,AT4G22380,6164,no,
AT4G22460,AT4G22460,3742,no,
AT4G22470,AT4G22470,676,no,
AT4G22530,AT4G22530,10370,no,
AT4G22540,AT4G22540,4121,no,
AT4G22550,AT4G22550,7793,no,
AT4G22560,AT4G22560,65,no,
AT4G22570,AT4G22570,4358,no,
AT4G22580,AT4G22580,2884,no,
AT4G22600,AT4G22600,127,no,
AT4G22610,AT4G22610,6426,no,
AT4G22620,AT4G22620,2872,no,
AT4G22630,AT4G22630,129,no,
AT4G22640,AT4G22640,2647,no,
AT4G22650,AT4G22650,37,no,
AT4G22660,AT4G22660,140,no,
AT4G22666,AT4G22666,10119,no,
AT4G22670,AT4G22670,11278,no,
AT4G22690,AT4G22690,586,no,
AT4G22710,AT4G22710,1807,no,
AT4G22720,AT4G22720,4514,no,
AT4G22730,AT4G22730,68,no,
AT4G22740,AT4G22740,5647,no,
AT4G22745,AT4G22745,6019,no,
AT4G22750,AT4G22750,5223,no,
AT4G22756,AT4G22756,5001,no,
AT4G22758,AT4G22758,3012,no,
AT4G22770,AT4G22770,1906,no,
AT4G22780,AT4G22780,2581,no,
AT4G22790,AT4G22790,47,no,
AT4G22810,AT4G22810,5501,no,
AT4G22820,AT4G22820,19524,no,
AT4G22830,AT4G22830,227,no,
AT4G22840,AT4G22840,2052,no,
AT4G22850,AT4G22850,5626,no,
AT4G22860,AT4G22860,573,no,
AT4G22880,AT4G22880,41,no,
AT4G22890,AT4G22890,1791,no,
AT4G22900,AT4G22900,343,no,
AT4G22910,AT4G22910,3616,no,
AT4G22920,AT4G22920,629,no,
AT4G22930,AT4G22930,13821,no,
AT4G22950,AT4G22950,53,yes,MIKC_MADS
AT4G22960,AT4G22960,368,no,
AT4G22970,AT4G22970,428,no,
AT4G22980,AT4G22980,778,no,
AT4G22990,AT4G22990,170,no,
AT4G23000,AT4G23000,214,no,
AT4G23010,AT4G23010,10988,no,
AT4G23020,AT4G23020,1076,no,
AT4G23030,AT4G23030,148,no,
AT4G23040,AT4G23040,7375,no,
AT4G23050,AT4G23050,12796,no,
AT4G23070,AT4G23070,1514,no,
AT4G23100,AT4G23100,19652,no,
AT4G23180,AT4G23180,972,no,
AT4G23190,AT4G23190,2194,no,
AT4G23250,AT4G23250,46,no,
AT4G23270,AT4G23270,7273,no,
AT4G23330,AT4G23330,4207,no,
AT4G23390,AT4G23390,23,no,
AT4G23400,AT4G23400,9641,no,
AT4G23410,AT4G23410,1086,no,
AT4G23420,AT4G23420,8248,no,
AT4G23430,AT4G23430,7829,no,
AT4G23440,AT4G23440,2382,no,
AT4G23450,AT4G23450,3082,no,
AT4G23460,AT4G23460,7411,no,
AT4G23470,AT4G23470,20644,no,
AT4G23490,AT4G23490,2429,no,
AT4G23493,AT4G23493,1705,no,
AT4G23496,AT4G23496,73,no,
AT4G23500,AT4G23500,1512,no,
AT4G23510,AT4G23510,1623,no,
AT4G23515,AT4G23515,1986,no,
AT4G23530,AT4G23530,2420,no,
AT4G23540,AT4G23540,547,no,
AT4G23550,AT4G23550,305,yes,WRKY
AT4G23570,AT4G23570,3263,no,
AT4G23590,AT4G23590,6641,no,
AT4G23620,AT4G23620,4137,no,
AT4G23630,AT4G23630,22426,no,
AT4G23640,AT4G23640,7411,no,
AT4G23650,AT4G23650,19833,no,
AT4G23660,AT4G23660,2744,no,
AT4G23670,AT4G23670,3461,no,
AT4G23680,AT4G23680,674,no,
AT4G23690,AT4G23690,5224,no,
AT4G23700,AT4G23700,1617,no,
AT4G23710,AT4G23710,21470,no,
AT4G23730,AT4G23730,7997,no,
AT4G23740,AT4G23740,5085,no,
AT4G23750,AT4G23750,3679,yes,ERF
AT4G23760,AT4G23760,9412,no,
AT4G23790,AT4G23790,4102,no,
AT4G23800,AT4G23800,1303,no,
AT4G23810,AT4G23810,1225,yes,WRKY
AT4G23820,AT4G23820,2516,no,
AT4G23840,AT4G23840,4121,no,
AT4G23850,AT4G23850,18396,no,
AT4G23860,AT4G23860,2868,no,
AT4G23870,AT4G23870,5573,no,
AT4G23880,AT4G23880,1350,no,
AT4G23885,AT4G23885,16757,no,
AT4G23890,AT4G23890,254,no,
AT4G23895,AT4G23895,6860,no,
AT4G23900,AT4G23900,130,no,
AT4G23910,AT4G23910,7108,no,
AT4G23920,AT4G23920,3909,no,
AT4G23930,AT4G23930,1085,no,
AT4G23940,AT4G23940,1157,no,
AT4G23950,AT4G23950,394,no,
AT4G23980,AT4G23980,1862,yes,ARF
AT4G24015,AT4G24015,1225,no,
AT4G24020,AT4G24020,6841,yes,Nin-like
AT4G24026,AT4G24026,7306,no,
AT4G24040,AT4G24040,938,no,
AT4G24050,AT4G24050,4595,no,
AT4G24060,AT4G24060,5617,yes,Dof
AT4G24080,AT4G24080,1646,no,
AT4G24090,AT4G24090,604,no,
AT4G24100,AT4G24100,5135,no,
AT4G24110,AT4G24110,5467,no,
AT4G24120,AT4G24120,37,no,
AT4G24130,AT4G24130,1709,no,
AT4G24160,AT4G24160,21306,no,
AT4G24170,AT4G24170,550,no,
AT4G24175,AT4G24175,946,no,
AT4G24180,AT4G24180,934,no,
AT4G24190,AT4G24190,12553,no,
AT4G24200,AT4G24200,4498,no,
AT4G24204,AT4G24204,316,no,
AT4G24210,AT4G24210,6710,no,
AT4G24220,AT4G24220,17949,no,
AT4G24230,AT4G24230,6172,no,
AT4G24240,AT4G24240,3165,yes,WRKY
AT4G24260,AT4G24260,144,no,
AT4G24265,AT4G24265,69,no,
AT4G24270,AT4G24270,1165,no,
AT4G24275,AT4G24275,8610,no,
AT4G24280,AT4G24280,7469,no,
AT4G24290,AT4G24290,11354,no,
AT4G24310,AT4G24310,5675,no,
AT4G24320,AT4G24320,433,no,
AT4G24330,AT4G24330,12397,no,
AT4G24350,AT4G24350,854,no,
AT4G24370,AT4G24370,9678,no,
AT4G24380,AT4G24380,18604,no,
AT4G24390,AT4G24390,2752,no,
AT4G24400,AT4G24400,12546,no,
AT4G24410,AT4G24410,6,no,
AT4G24420,AT4G24420,462,no,
AT4G24440,AT4G24440,10189,no,
AT4G24450,AT4G24450,81,no,
AT4G24460,AT4G24460,1021,no,
AT4G24470,AT4G24470,6421,yes,GATA
AT4G24480,AT4G24480,1320,no,
AT4G24490,AT4G24490,4718,no,
AT4G24500,AT4G24500,2621,no,
AT4G24510,AT4G24510,93,no,
AT4G24520,AT4G24520,15238,no,
AT4G24530,AT4G24530,2467,no,
AT4G24540,AT4G24540,73,yes,MIKC_MADS
AT4G24550,AT4G24550,11091,no,
AT4G24560,AT4G24560,2922,no,
AT4G24580,AT4G24580,1398,no,
AT4G24590,AT4G24590,8211,no,
AT4G24600,AT4G24600,66,no,
AT4G24610,AT4G24610,1025,no,
AT4G24620,AT4G24620,12341,no,
AT4G24630,AT4G24630,1982,no,
AT4G24670,AT4G24670,2041,no,
AT4G24680,AT4G24680,5897,no,
AT4G24690,AT4G24690,17086,no,
AT4G24700,AT4G24700,41,no,
AT4G24710,AT4G24710,1125,no,
AT4G24730,AT4G24730,5036,no,
AT4G24740,AT4G24740,11068,no,
AT4G24750,AT4G24750,2313,no,
AT4G24760,AT4G24760,6104,no,
AT4G24770,AT4G24770,3584,no,
AT4G24780,AT4G24780,5642,no,
AT4G24790,AT4G24790,1263,no,
AT4G24800,AT4G24800,6848,no,
AT4G24805,AT4G24805,10622,no,
AT4G24810,AT4G24810,548,no,
AT4G24820,AT4G24820,18206,no,
AT4G24830,AT4G24830,5494,no,
AT4G24840,AT4G24840,8787,no,
AT4G24860,AT4G24860,37,no,
AT4G24880,AT4G24880,2727,no,
AT4G24890,AT4G24890,634,no,
AT4G24900,AT4G24900,1995,no,
AT4G24920,AT4G24920,20744,no,
AT4G24930,AT4G24930,560,no,
AT4G24940,AT4G24940,5749,no,
AT4G24950,AT4G24950,28,no,
AT4G24960,AT4G24960,17861,no,
AT4G24970,AT4G24970,485,no,
AT4G24972,AT4G24972,1704,no,
AT4G24990,AT4G24990,16257,no,
AT4G25010,AT4G25010,379,no,
AT4G25020,AT4G25020,113,no,
AT4G25030,AT4G25030,19016,no,
AT4G25050,AT4G25050,1720,no,
AT4G25070,AT4G25070,3146,no,
AT4G25080,AT4G25080,2217,no,
AT4G25090,AT4G25090,2503,no,
AT4G25100,AT4G25100,15759,no,
AT4G25110,AT4G25110,550,no,
AT4G25120,AT4G25120,792,no,
AT4G25130,AT4G25130,12841,no,
AT4G25150,AT4G25150,931,no,
AT4G25160,AT4G25160,756,no,
AT4G25170,AT4G25170,3529,no,
AT4G25180,AT4G25180,1540,no,
AT4G25190,AT4G25190,847,no,
AT4G25200,AT4G25200,2475,no,
AT4G25210,AT4G25210,9675,yes,GeBP
AT4G25220,AT4G25220,1428,no,
AT4G25225,AT4G25225,4323,no,
AT4G25230,AT4G25230,12557,no,
AT4G25240,AT4G25240,2453,no,
AT4G25250,AT4G25250,5478,no,
AT4G25260,AT4G25260,7988,no,
AT4G25270,AT4G25270,64,no,
AT4G25280,AT4G25280,5404,no,
AT4G25290,AT4G25290,364,no,
AT4G25300,AT4G25300,326,no,
AT4G25310,AT4G25310,3413,no,
AT4G25315,AT4G25315,4915,no,
AT4G25320,AT4G25320,2815,no,
AT4G25340,AT4G25340,5509,no,
AT4G25350,AT4G25350,1329,no,
AT4G25360,AT4G25360,7724,no,
AT4G25370,AT4G25370,9344,no,
AT4G25380,AT4G25380,6326,no,
AT4G25390,AT4G25390,9701,no,
AT4G25400,AT4G25400,11074,yes,bHLH
AT4G25410,AT4G25410,2033,yes,bHLH
AT4G25420,AT4G25420,79,no,
AT4G25433,AT4G25433,1002,no,
AT4G25434,AT4G25434,718,no,
AT4G25440,AT4G25440,3256,yes,C3H
AT4G25450,AT4G25450,1573,no,
AT4G25480,AT4G25480,2314,yes,ERF
AT4G25490,AT4G25490,1900,yes,ERF
AT4G25500,AT4G25500,9069,no,
AT4G25515,AT4G25515,1143,no,
AT4G25520,AT4G25520,5734,no,
AT4G25540,AT4G25540,391,no,
AT4G25550,AT4G25550,11685,no,
AT4G25560,AT4G25560,1136,yes,MYB
AT4G25570,AT4G25570,19205,no,
AT4G25580,AT4G25580,39,no,
AT4G25600,AT4G25600,982,no,
AT4G25610,AT4G25610,3367,yes,C2H2
AT4G25620,AT4G25620,5873,no,
AT4G25630,AT4G25630,3652,no,
AT4G25640,AT4G25640,5375,no,
AT4G25650,AT4G25650,4565,no,
AT4G25660,AT4G25660,6622,no,
AT4G25670,AT4G25670,14004,no,
AT4G25680,AT4G25680,12553,no,
AT4G25690,AT4G25690,8726,no,
AT4G25700,AT4G25700,5129,no,
AT4G25710,AT4G25710,5035,no,
AT4G25720,AT4G25720,7406,no,
AT4G25730,AT4G25730,2531,no,
AT4G25740,AT4G25740,11078,no,
AT4G25760,AT4G25760,128,no,
AT4G25770,AT4G25770,5626,no,
AT4G25780,AT4G25780,1131,no,
AT4G25790,AT4G25790,2460,no,
AT4G25800,AT4G25800,297,no,
AT4G25810,AT4G25810,7018,no,
AT4G25820,AT4G25820,6067,no,
AT4G25830,AT4G25830,3457,no,
AT4G25835,AT4G25835,1990,no,
AT4G25840,AT4G25840,9695,no,
AT4G25845,AT4G25845,93,no,
AT4G25870,AT4G25870,5319,no,
AT4G25880,AT4G25880,1724,no,
AT4G25890,AT4G25890,8392,no,
AT4G25900,AT4G25900,13108,no,
AT4G25910,AT4G25910,803,no,
AT4G25940,AT4G25940,1320,no,
AT4G25970,AT4G25970,6847,no,
AT4G25980,AT4G25980,134,no,
AT4G26000,AT4G26000,5667,no,
AT4G26010,AT4G26010,8257,no,
AT4G26020,AT4G26020,103,no,
AT4G26050,AT4G26050,663,no,
AT4G26055,AT4G26055,578,no,
AT4G26060,AT4G26060,7351,no,
AT4G26070,AT4G26070,1400,no,
AT4G26080,AT4G26080,16702,no,
AT4G26090,AT4G26090,940,no,
AT4G26100,AT4G26100,8206,no,
AT4G26110,AT4G26110,6976,no,
AT4G26120,AT4G26120,314,no,
AT4G26130,AT4G26130,4293,no,
AT4G26140,AT4G26140,2350,no,
AT4G26160,AT4G26160,5680,no,
AT4G26180,AT4G26180,2848,no,
AT4G26190,AT4G26190,6665,no,
AT4G26200,AT4G26200,1646,no,
AT4G26210,AT4G26210,10198,no,
AT4G26220,AT4G26220,1639,no,
AT4G26230,AT4G26230,11969,no,
AT4G26240,AT4G26240,5068,no,
AT4G26270,AT4G26270,1132,no,
AT4G26288,AT4G26288,340,no,
AT4G26290,AT4G26290,50,no,
AT4G26300,AT4G26300,5235,no,
AT4G26310,AT4G26310,5186,no,
AT4G26320,AT4G26320,10680,no,
AT4G26330,AT4G26330,130,no,
AT4G26370,AT4G26370,211,no,
AT4G26400,AT4G26400,9392,no,
AT4G26410,AT4G26410,11284,no,
AT4G26430,AT4G26430,3158,no,
AT4G26450,AT4G26450,3076,no,
AT4G26455,AT4G26455,4946,no,
AT4G26460,AT4G26460,38,no,
AT4G26470,AT4G26470,5564,no,
AT4G26480,AT4G26480,9657,no,
AT4G26490,AT4G26490,58,no,
AT4G26510,AT4G26510,5677,no,
AT4G26500,AT4G26500,2495,no,
AT4G26520,AT4G26520,309,no,
AT4G26530,AT4G26530,64,no,
AT4G26540,AT4G26540,5095,no,
AT4G26550,AT4G26550,5969,no,
AT4G26555,AT4G26555,1001,no,
AT4G26560,AT4G26560,236,no,
AT4G26570,AT4G26570,16371,no,
AT4G26580,AT4G26580,287,no,
AT4G26600,AT4G26600,1136,no,
AT4G26610,AT4G26610,7266,no,
AT4G26620,AT4G26620,3827,no,
AT4G26630,AT4G26630,12537,no,
AT4G26640,AT4G26640,2665,yes,WRKY
AT4G26650,AT4G26650,12968,no,
AT4G26660,AT4G26660,546,no,
AT4G26670,AT4G26670,4773,no,
