id,gene_short_name,num_cells_expressed,is_tf,tf_family
AT1G35470,AT1G35470,3419,no,
AT1G35510,AT1G35510,3124,no,
AT1G35515,AT1G35515,127,yes,MYB
AT1G35516,AT1G35516,11161,no,
AT1G35530,AT1G35530,181,no,
AT1G35560,AT1G35560,500,yes,TCP
AT1G35580,AT1G35580,17668,no,
AT1G35610,AT1G35610,243,no,
AT1G35620,AT1G35620,6872,no,
AT1G35660,AT1G35660,1097,no,
AT1G35670,AT1G35670,11620,no,
AT1G35680,AT1G35680,4167,no,
AT1G35720,AT1G35720,24095,no,
AT1G35730,AT1G35730,59,no,
AT1G35780,AT1G35780,10745,no,
AT1G35830,AT1G35830,78,no,
AT1G35910,AT1G35910,951,no,
AT1G36050,AT1G36050,12535,no,
AT1G36060,AT1G36060,5277,yes,ERF
AT1G36070,AT1G36070,2091,no,
AT1G36160,AT1G36160,9856,no,
AT1G36180,AT1G36180,198,no,
AT1G36280,AT1G36280,1264,no,
AT1G36310,AT1G36310,5226,no,
AT1G36320,AT1G36320,1572,no,
AT1G36370,AT1G36370,9155,no,
AT1G36380,AT1G36380,6882,no,
AT1G36390,AT1G36390,1628,no,
AT1G36622,AT1G36622,447,no,
AT1G36675,AT1G36675,17,no,
AT1G36940,AT1G36940,2036,no,
AT1G36980,AT1G36980,19095,no,
AT1G36990,AT1G36990,2764,no,
AT1G37130,AT1G37130,10569,no,
AT1G37150,AT1G37150,350,no,
AT1G38131,AT1G38131,216,no,
AT1G41830,AT1G41830,11814,no,
AT1G41880,AT1G41880,12955,no,
AT1G42430,AT1G42430,2343,no,
AT1G42440,AT1G42440,4142,no,
AT1G42470,AT1G42470,2116,no,
AT1G42480,AT1G42480,8285,no,
AT1G42540,AT1G42540,936,no,
AT1G42550,AT1G42550,121,no,
AT1G42960,AT1G42960,15213,no,
AT1G42970,AT1G42970,112,no,
AT1G42980,AT1G42980,102,no,
AT1G42990,AT1G42990,10784,yes,bZIP
AT1G43000,AT1G43000,1047,no,
AT1G43020,AT1G43020,540,no,
AT1G43040,AT1G43040,948,no,
AT1G43130,AT1G43130,10174,no,
AT1G43140,AT1G43140,465,no,
AT1G43160,AT1G43160,14333,yes,ERF
AT1G43170,AT1G43170,17256,no,
AT1G43190,AT1G43190,10619,no,
AT1G43245,AT1G43245,1135,no,
AT1G43560,AT1G43560,5949,no,
AT1G43580,AT1G43580,5851,no,
AT1G43620,AT1G43620,2638,no,
AT1G43640,AT1G43640,22,no,
AT1G43650,AT1G43650,2099,no,
AT1G43670,AT1G43670,8654,no,
AT1G43690,AT1G43690,8774,no,
AT1G43700,AT1G43700,6927,yes,bZIP
AT1G43710,AT1G43710,13230,no,
AT1G43770,AT1G43770,1138,no,
AT1G43790,AT1G43790,285,no,
AT1G43800,AT1G43800,117,no,
AT1G43850,AT1G43850,4429,no,
AT1G43860,AT1G43860,5414,no,
AT1G43890,AT1G43890,19498,no,
AT1G43900,AT1G43900,6079,no,
AT1G43910,AT1G43910,4576,no,
AT1G44000,AT1G44000,4017,no,
AT1G44050,AT1G44050,299,no,
AT1G44090,AT1G44090,2722,no,
AT1G44100,AT1G44100,3453,no,
AT1G44110,AT1G44110,522,no,
AT1G44130,AT1G44130,57,no,
AT1G44160,AT1G44160,848,no,
AT1G44170,AT1G44170,9280,no,
AT1G44180,AT1G44180,896,no,
AT1G44414,AT1G44414,171,no,
AT1G44446,AT1G44446,762,no,
AT1G44542,AT1G44542,144,no,
AT1G44575,AT1G44575,258,no,
AT1G44608,AT1G44608,4738,no,
AT1G44740,AT1G44740,394,no,
AT1G44750,AT1G44750,4606,no,
AT1G44760,AT1G44760,6324,no,
AT1G44770,AT1G44770,12801,no,
AT1G44780,AT1G44780,819,no,
AT1G44790,AT1G44790,7040,no,
AT1G44800,AT1G44800,3516,no,
AT1G44810,AT1G44810,4947,yes,GeBP
AT1G44820,AT1G44820,4758,no,
AT1G44830,AT1G44830,6419,yes,ERF
AT1G44835,AT1G44835,7290,no,
AT1G44890,AT1G44890,291,no,
AT1G44900,AT1G44900,1620,no,
AT1G44910,AT1G44910,2119,no,
AT1G44920,AT1G44920,1742,no,
AT1G44960,AT1G44960,6149,no,
AT1G44970,AT1G44970,1217,no,
AT1G45000,AT1G45000,14829,no,
AT1G45010,AT1G45010,101,no,
AT1G45015,AT1G45015,4017,no,
AT1G45050,AT1G45050,6377,no,
AT1G45110,AT1G45110,419,no,
AT1G45130,AT1G45130,7533,no,
AT1G45145,AT1G45145,21821,no,
AT1G45150,AT1G45150,2682,no,
AT1G45160,AT1G45160,5067,no,
AT1G45163,AT1G45163,1255,no,
AT1G45170,AT1G45170,4945,no,
AT1G45180,AT1G45180,1585,no,
AT1G45201,AT1G45201,62,no,
AT1G45207,AT1G45207,2626,no,
AT1G45231,AT1G45231,880,no,
AT1G45233,AT1G45233,3361,no,
AT1G45229,AT1G45229,96,no,
AT1G45248,AT1G45248,477,no,
AT1G45249,AT1G45249,4683,yes,bZIP
AT1G45230,AT1G45230,1486,no,
AT1G45332,AT1G45332,2530,no,
AT1G45474,AT1G45474,96,no,
AT1G45545,AT1G45545,577,no,
AT1G45688,AT1G45688,13763,no,
AT1G45976,AT1G45976,10887,no,
AT1G46264,AT1G46264,584,yes,HSF
AT1G46480,AT1G46480,21,yes,WOX
AT1G46768,AT1G46768,756,yes,ERF
AT1G47056,AT1G47056,3305,no,
AT1G47128,AT1G47128,17994,no,
AT1G47200,AT1G47200,12860,no,
AT1G47210,AT1G47210,2571,no,
AT1G47230,AT1G47230,2763,no,
AT1G47240,AT1G47240,4454,no,
AT1G47250,AT1G47250,8856,no,
AT1G47260,AT1G47260,18443,no,
AT1G47270,AT1G47270,2782,no,
AT1G47278,AT1G47278,11583,no,
AT1G47290,AT1G47290,8033,no,
AT1G47310,AT1G47310,6495,no,
AT1G47330,AT1G47330,1326,no,
AT1G47340,AT1G47340,2201,no,
AT1G47380,AT1G47380,12457,no,
AT1G47395,AT1G47395,24,no,
AT1G47400,AT1G47400,46,no,
AT1G47410,AT1G47410,825,no,
AT1G47420,AT1G47420,21231,no,
AT1G47480,AT1G47480,5091,no,
AT1G47490,AT1G47490,7166,no,
AT1G47500,AT1G47500,2930,no,
AT1G47510,AT1G47510,6051,no,
AT1G47530,AT1G47530,7462,no,
AT1G47550,AT1G47550,9319,no,
AT1G47560,AT1G47560,875,no,
AT1G47570,AT1G47570,2945,no,
AT1G47578,AT1G47578,31,no,
AT1G47580,AT1G47580,422,no,
AT1G47600,AT1G47600,5244,no,
AT1G47610,AT1G47610,298,no,
AT1G47620,AT1G47620,982,no,
AT1G47640,AT1G47640,13013,no,
AT1G47655,AT1G47655,132,yes,Dof
AT1G47670,AT1G47670,2594,no,
AT1G47710,AT1G47710,10386,no,
AT1G47720,AT1G47720,1432,no,
AT1G47740,AT1G47740,12139,no,
AT1G47750,AT1G47750,6294,no,
AT1G47760,AT1G47760,441,yes,M-type_MADS
AT1G47820,AT1G47820,2325,no,
AT1G47830,AT1G47830,12611,no,
AT1G47840,AT1G47840,4048,no,
AT1G47870,AT1G47870,2982,yes,E2F/DP
AT1G47890,AT1G47890,29,no,
AT1G47900,AT1G47900,2712,no,
AT1G47960,AT1G47960,904,no,
AT1G47970,AT1G47970,9264,no,
AT1G47980,AT1G47980,65,no,
AT1G47990,AT1G47990,150,no,
AT1G48000,AT1G48000,914,yes,MYB
AT1G48020,AT1G48020,52,no,
AT1G48030,AT1G48030,10443,no,
AT1G48040,AT1G48040,3660,no,
AT1G48050,AT1G48050,2838,no,
AT1G48060,AT1G48060,56,no,
AT1G48090,AT1G48090,4284,no,
AT1G48100,AT1G48100,765,no,
AT1G48110,AT1G48110,6665,no,
AT1G48120,AT1G48120,924,no,
AT1G48140,AT1G48140,12238,no,
AT1G48150,AT1G48150,19,yes,M-type_MADS
AT1G48160,AT1G48160,13395,no,
AT1G48170,AT1G48170,6316,no,
AT1G48175,AT1G48175,2801,no,
AT1G48200,AT1G48200,10200,no,
AT1G48210,AT1G48210,4040,no,
AT1G48220,AT1G48220,39,no,
AT1G48230,AT1G48230,7322,no,
AT1G48240,AT1G48240,7878,no,
AT1G48260,AT1G48260,802,no,
AT1G48270,AT1G48270,3439,no,
AT1G48280,AT1G48280,816,no,
AT1G48300,AT1G48300,8300,no,
AT1G48310,AT1G48310,1250,no,
AT1G48320,AT1G48320,3279,no,
AT1G48330,AT1G48330,8082,no,
AT1G48350,AT1G48350,4642,no,
AT1G48360,AT1G48360,733,no,
AT1G48370,AT1G48370,2197,no,
AT1G48380,AT1G48380,4200,no,
AT1G48405,AT1G48405,776,no,
AT1G48410,AT1G48410,8917,no,
AT1G48420,AT1G48420,8573,no,
AT1G48430,AT1G48430,1574,no,
AT1G48440,AT1G48440,18723,no,
AT1G48450,AT1G48450,5440,no,
AT1G48460,AT1G48460,976,no,
AT1G48470,AT1G48470,314,no,
AT1G48480,AT1G48480,3722,no,
AT1G48490,AT1G48490,1777,no,
AT1G48500,AT1G48500,71,no,
AT1G48510,AT1G48510,1915,no,
AT1G48520,AT1G48520,2477,no,
AT1G48540,AT1G48540,656,no,
AT1G48550,AT1G48550,1710,no,
AT1G48560,AT1G48560,1558,no,
AT1G48570,AT1G48570,758,no,
AT1G48580,AT1G48580,563,no,
AT1G48600,AT1G48600,7129,no,
AT1G48605,AT1G48605,1485,no,
AT1G48610,AT1G48610,6182,no,
AT1G48620,AT1G48620,6947,no,
AT1G48630,AT1G48630,8827,no,
AT1G48635,AT1G48635,6685,no,
AT1G48640,AT1G48640,1824,no,
AT1G48650,AT1G48650,1453,no,
AT1G48670,AT1G48670,187,no,
AT1G48690,AT1G48690,84,no,
AT1G48700,AT1G48700,34,no,
AT1G48740,AT1G48740,363,no,
AT1G48745,AT1G48745,3578,no,
AT1G48750,AT1G48750,2668,no,
AT1G48760,AT1G48760,4760,no,
AT1G48770,AT1G48770,2466,no,
AT1G48780,AT1G48780,452,no,
AT1G48790,AT1G48790,9341,no,
AT1G48800,AT1G48800,42,no,
AT1G48830,AT1G48830,16183,no,
AT1G48840,AT1G48840,1561,no,
AT1G48850,AT1G48850,14679,no,
AT1G48860,AT1G48860,8033,no,
AT1G48870,AT1G48870,340,no,
AT1G48880,AT1G48880,1020,no,
AT1G48900,AT1G48900,10891,no,
AT1G48920,AT1G48920,7358,no,
AT1G48930,AT1G48930,2708,no,
AT1G48950,AT1G48950,4743,no,
AT1G48960,AT1G48960,1044,no,
AT1G48970,AT1G48970,2699,no,
AT1G49005,AT1G49005,487,no,
AT1G49030,AT1G49030,774,no,
AT1G49032,AT1G49032,7143,no,
AT1G49040,AT1G49040,5516,no,
AT1G49050,AT1G49050,6724,no,
AT1G49100,AT1G49100,14,no,
AT1G49110,AT1G49110,241,no,
AT1G49130,AT1G49130,128,yes,CO-like
AT1G49140,AT1G49140,18200,no,
AT1G49150,AT1G49150,61,no,
AT1G49160,AT1G49160,2588,no,
AT1G49170,AT1G49170,1831,no,
AT1G49180,AT1G49180,685,no,
AT1G49200,AT1G49200,278,no,
AT1G49210,AT1G49210,116,no,
AT1G49230,AT1G49230,172,no,
AT1G49240,AT1G49240,24319,no,
AT1G49245,AT1G49245,3299,no,
AT1G49300,AT1G49300,17046,no,
AT1G49310,AT1G49310,3199,no,
AT1G49320,AT1G49320,1046,no,
AT1G49330,AT1G49330,51,no,
AT1G49340,AT1G49340,5989,no,
AT1G49350,AT1G49350,1920,no,
AT1G49360,AT1G49360,2582,no,
AT1G49380,AT1G49380,452,no,
AT1G49390,AT1G49390,1202,no,
AT1G49400,AT1G49400,8238,no,
AT1G49405,AT1G49405,301,no,
AT1G49410,AT1G49410,12050,no,
AT1G49430,AT1G49430,157,no,
AT1G49450,AT1G49450,1237,no,
AT1G49475,AT1G49475,904,yes,B3
AT1G49480,AT1G49480,9126,yes,B3
AT1G49490,AT1G49490,194,no,
AT1G49500,AT1G49500,7477,no,
AT1G49510,AT1G49510,4333,no,
AT1G49520,AT1G49520,4602,no,
AT1G49530,AT1G49530,2561,no,
AT1G49540,AT1G49540,1440,no,
AT1G49560,AT1G49560,2433,yes,G2-like
AT1G49580,AT1G49580,4631,no,
AT1G49590,AT1G49590,9166,no,
AT1G49600,AT1G49600,10709,no,
AT1G49610,AT1G49610,68,no,
AT1G49620,AT1G49620,2224,no,
AT1G49630,AT1G49630,739,no,
AT1G49650,AT1G49650,2235,no,
AT1G49660,AT1G49660,6480,no,
AT1G49670,AT1G49670,5606,no,
AT1G49700,AT1G49700,543,no,
AT1G49710,AT1G49710,4510,no,
AT1G49720,AT1G49720,3548,yes,bZIP
AT1G49730,AT1G49730,1572,no,
AT1G49740,AT1G49740,2297,no,
AT1G49760,AT1G49760,9206,no,
AT1G49780,AT1G49780,1326,no,
AT1G49790,AT1G49790,34,no,
AT1G49820,AT1G49820,7306,no,
AT1G49840,AT1G49840,2408,no,
AT1G49850,AT1G49850,3605,no,
AT1G49870,AT1G49870,226,no,
AT1G49880,AT1G49880,1783,no,
AT1G49890,AT1G49890,2985,no,
AT1G49900,AT1G49900,226,no,
AT1G49910,AT1G49910,808,no,
AT1G49950,AT1G49950,9812,yes,MYB_related
AT1G49960,AT1G49960,13,no,
AT1G49970,AT1G49970,5023,no,
AT1G49980,AT1G49980,1712,no,
AT1G49990,AT1G49990,31,no,
AT1G50000,AT1G50000,557,no,
AT1G50010,AT1G50010,19269,no,
AT1G50020,AT1G50020,7565,no,
AT1G50030,AT1G50030,3285,no,
AT1G50040,AT1G50040,1040,no,
AT1G50050,AT1G50050,111,no,
AT1G50060,AT1G50060,2862,no,
AT1G50090,AT1G50090,47,no,
AT1G50110,AT1G50110,1799,no,
AT1G50120,AT1G50120,5818,no,
AT1G50140,AT1G50140,3244,no,
AT1G50170,AT1G50170,2937,no,
AT1G50180,AT1G50180,118,no,
AT1G50190,AT1G50190,21,no,
AT1G50200,AT1G50200,9879,no,
AT1G50240,AT1G50240,580,no,
AT1G50250,AT1G50250,2698,no,
AT1G50260,AT1G50260,4251,no,
AT1G50270,AT1G50270,473,no,
AT1G50280,AT1G50280,17,no,
AT1G50290,AT1G50290,5783,no,
AT1G50300,AT1G50300,4100,no,
AT1G50320,AT1G50320,6302,no,
AT1G50360,AT1G50360,2728,no,
AT1G50370,AT1G50370,14921,no,
AT1G50380,AT1G50380,3189,no,
AT1G50390,AT1G50390,789,no,
AT1G50400,AT1G50400,463,no,
AT1G50410,AT1G50410,3470,no,
AT1G50420,AT1G50420,2297,yes,GRAS
AT1G50430,AT1G50430,13776,no,
AT1G50440,AT1G50440,5797,no,
AT1G50450,AT1G50450,1200,no,
AT1G50480,AT1G50480,10713,no,
AT1G50490,AT1G50490,4775,no,
AT1G50500,AT1G50500,5622,no,
AT1G50510,AT1G50510,4313,no,
AT1G50520,AT1G50520,4927,no,
AT1G50560,AT1G50560,5990,no,
AT1G50570,AT1G50570,6769,no,
AT1G50575,AT1G50575,3579,no,
AT1G50580,AT1G50580,2895,no,
AT1G50590,AT1G50590,1908,no,
AT1G50600,AT1G50600,11724,yes,GRAS
AT1G50610,AT1G50610,19,no,
AT1G50620,AT1G50620,2054,no,
AT1G50630,AT1G50630,14613,no,
AT1G50640,AT1G50640,13976,yes,ERF
AT1G50660,AT1G50660,8178,no,
AT1G50670,AT1G50670,16147,no,
AT1G50700,AT1G50700,770,no,
AT1G50710,AT1G50710,5397,no,
AT1G50730,AT1G50730,3149,no,
AT1G50732,AT1G50732,54,no,
AT1G50740,AT1G50740,17638,no,
AT1G50750,AT1G50750,23,no,
AT1G50780,AT1G50780,39,no,
AT1G50790,AT1G50790,390,no,
AT1G50840,AT1G50840,631,no,
AT1G50890,AT1G50890,3339,no,
AT1G50900,AT1G50900,3069,no,
AT1G50910,AT1G50910,268,no,
AT1G50920,AT1G50920,6442,no,
AT1G50930,AT1G50930,832,no,
AT1G50940,AT1G50940,4382,no,
AT1G50950,AT1G50950,238,no,
AT1G50970,AT1G50970,293,no,
AT1G51030,AT1G51030,18,no,
AT1G51035,AT1G51035,192,no,
AT1G51060,AT1G51060,17085,no,
AT1G51070,AT1G51070,14106,yes,bHLH
AT1G51080,AT1G51080,174,no,
AT1G51090,AT1G51090,947,no,
AT1G51100,AT1G51100,298,no,
AT1G51110,AT1G51110,70,no,
AT1G51130,AT1G51130,1380,no,
AT1G51140,AT1G51140,6260,yes,bHLH
AT1G51160,AT1G51160,16808,no,
AT1G51170,AT1G51170,967,no,
AT1G51190,AT1G51190,1144,yes,AP2
AT1G51200,AT1G51200,19306,no,
AT1G51260,AT1G51260,1350,no,
AT1G51270,AT1G51270,80,no,
AT1G51310,AT1G51310,908,no,
AT1G51340,AT1G51340,249,no,
AT1G51350,AT1G51350,3679,no,
AT1G51355,AT1G51355,416,no,
AT1G51360,AT1G51360,3488,no,
AT1G51370,AT1G51370,1662,no,
AT1G51380,AT1G51380,698,no,
AT1G51390,AT1G51390,5099,no,
AT1G51400,AT1G51400,1376,no,
AT1G51402,AT1G51402,235,no,
AT1G51405,AT1G51405,169,no,
AT1G51420,AT1G51420,8601,no,
AT1G51430,AT1G51430,3999,no,
AT1G51450,AT1G51450,3877,no,
AT1G51470,AT1G51470,4160,no,
AT1G51480,AT1G51480,30,no,
AT1G51500,AT1G51500,154,no,
AT1G51510,AT1G51510,16628,no,
AT1G51520,AT1G51520,434,no,
AT1G51530,AT1G51530,7,no,
AT1G51540,AT1G51540,5964,no,
AT1G51550,AT1G51550,1070,no,
AT1G51560,AT1G51560,2001,no,
AT1G51570,AT1G51570,5480,no,
AT1G51580,AT1G51580,1209,no,
AT1G51590,AT1G51590,7380,no,
AT1G51600,AT1G51600,8296,yes,GATA
AT1G51610,AT1G51610,2252,no,
AT1G51620,AT1G51620,754,no,
AT1G51630,AT1G51630,7434,no,
AT1G51640,AT1G51640,99,no,
AT1G51650,AT1G51650,24279,no,
AT1G51660,AT1G51660,3300,no,
AT1G51670,AT1G51670,547,no,
AT1G51680,AT1G51680,5559,no,
AT1G51690,AT1G51690,11824,no,
AT1G51700,AT1G51700,1745,yes,Dof
AT1G51710,AT1G51710,11472,no,
AT1G51720,AT1G51720,3551,no,
AT1G51730,AT1G51730,9169,no,
AT1G51740,AT1G51740,6837,no,
AT1G51745,AT1G51745,1971,no,
AT1G51760,AT1G51760,15222,no,
AT1G51770,AT1G51770,2123,no,
AT1G51790,AT1G51790,731,no,
AT1G51800,AT1G51800,2152,no,
AT1G51810,AT1G51810,14,no,
AT1G51830,AT1G51830,883,no,
AT1G51840,AT1G51840,81,no,
AT1G51850,AT1G51850,3505,no,
AT1G51860,AT1G51860,1271,no,
AT1G51870,AT1G51870,25,no,
AT1G51880,AT1G51880,274,no,
AT1G51913,AT1G51913,204,no,
AT1G51920,AT1G51920,147,no,
AT1G51940,AT1G51940,1832,no,
AT1G51950,AT1G51950,4062,no,
AT1G51960,AT1G51960,12,no,
AT1G51965,AT1G51965,906,no,
AT1G51980,AT1G51980,20204,no,
AT1G52040,AT1G52040,103,no,
AT1G52050,AT1G52050,5426,no,
AT1G52060,AT1G52060,5766,no,
AT1G52070,AT1G52070,14190,no,
AT1G52080,AT1G52080,2656,no,
AT1G52100,AT1G52100,229,no,
AT1G52110,AT1G52110,38,no,
AT1G52140,AT1G52140,1231,no,
AT1G52150,AT1G52150,1122,yes,HD-ZIP
AT1G52155,AT1G52155,2832,no,
AT1G52160,AT1G52160,962,no,
AT1G52190,AT1G52190,1540,no,
AT1G52200,AT1G52200,2019,no,
AT1G52220,AT1G52220,151,no,
AT1G52230,AT1G52230,54,no,
AT1G52240,AT1G52240,5834,no,
AT1G52260,AT1G52260,5672,no,
AT1G52270,AT1G52270,3061,no,
AT1G52280,AT1G52280,13193,no,
AT1G52290,AT1G52290,161,no,
AT1G52300,AT1G52300,18202,no,
AT1G52310,AT1G52310,1586,no,
AT1G52315,AT1G52315,82,no,
AT1G52320,AT1G52320,1910,no,
AT1G52325,AT1G52325,11,no,
AT1G52330,AT1G52330,7834,no,
AT1G52340,AT1G52340,8162,no,
AT1G52342,AT1G52342,3292,no,
AT1G52343,AT1G52343,155,no,
AT1G52360,AT1G52360,8770,no,
AT1G52370,AT1G52370,4904,no,
AT1G52380,AT1G52380,7806,no,
AT1G52400,AT1G52400,77,no,
AT1G52410,AT1G52410,197,no,
AT1G52420,AT1G52420,4635,no,
AT1G52430,AT1G52430,47,no,
AT1G52450,AT1G52450,106,no,
AT1G52500,AT1G52500,2020,no,
AT1G52510,AT1G52510,318,no,
AT1G52520,AT1G52520,1321,yes,FAR1
AT1G52530,AT1G52530,220,no,
AT1G52540,AT1G52540,7433,no,
AT1G52550,AT1G52550,1039,no,
AT1G52560,AT1G52560,2753,no,
AT1G52565,AT1G52565,5071,no,
AT1G52570,AT1G52570,109,no,
AT1G52580,AT1G52580,80,no,
AT1G52590,AT1G52590,843,no,
AT1G52600,AT1G52600,13386,no,
AT1G52618,AT1G52618,24,no,
AT1G52620,AT1G52620,158,no,
AT1G52630,AT1G52630,2248,no,
AT1G52640,AT1G52640,158,no,
AT1G52650,AT1G52650,129,no,
AT1G52660,AT1G52660,1345,no,
AT1G52670,AT1G52670,7751,no,
AT1G52680,AT1G52680,378,no,
AT1G52690,AT1G52690,9059,no,
AT1G52700,AT1G52700,59,no,
AT1G52710,AT1G52710,5502,no,
AT1G52720,AT1G52720,11061,no,
AT1G52730,AT1G52730,6264,no,
AT1G52740,AT1G52740,19928,no,
AT1G52750,AT1G52750,7937,no,
AT1G52760,AT1G52760,11901,no,
AT1G52780,AT1G52780,2050,no,
AT1G52825,AT1G52825,3222,no,
AT1G52827,AT1G52827,403,no,
AT1G52830,AT1G52830,597,no,
AT1G52870,AT1G52870,895,no,
AT1G52880,AT1G52880,526,yes,NAC
AT1G52890,AT1G52890,5451,yes,NAC
AT1G52900,AT1G52900,36,no,
AT1G52905,AT1G52905,2949,no,
AT1G52910,AT1G52910,16130,no,
AT1G52920,AT1G52920,58,no,
AT1G52930,AT1G52930,4027,no,
AT1G52980,AT1G52980,5511,no,
AT1G52990,AT1G52990,53,no,
AT1G53000,AT1G53000,9571,no,
AT1G53025,AT1G53025,950,no,
AT1G53030,AT1G53030,7356,no,
AT1G53035,AT1G53035,4490,no,
AT1G53040,AT1G53040,4519,no,
AT1G53050,AT1G53050,9600,no,
AT1G53060,AT1G53060,4290,no,
AT1G53070,AT1G53070,975,no,
AT1G53090,AT1G53090,264,no,
AT1G53110,AT1G53110,1499,no,
AT1G53120,AT1G53120,2071,no,
AT1G53130,AT1G53130,907,no,
AT1G53140,AT1G53140,438,no,
AT1G53163,AT1G53163,1270,no,
AT1G53165,AT1G53165,3998,no,
AT1G53170,AT1G53170,10050,yes,ERF
AT1G53180,AT1G53180,15481,no,
AT1G53190,AT1G53190,8838,no,
AT1G53200,AT1G53200,984,no,
AT1G53210,AT1G53210,18298,no,
AT1G53230,AT1G53230,125,yes,TCP
AT1G53240,AT1G53240,18959,no,
AT1G53250,AT1G53250,687,no,
AT1G53270,AT1G53270,57,no,
AT1G53280,AT1G53280,4742,no,
AT1G53290,AT1G53290,5856,no,
AT1G53300,AT1G53300,5755,no,
AT1G53310,AT1G53310,16475,no,
AT1G53320,AT1G53320,13878,no,
AT1G53330,AT1G53330,175,no,
AT1G53340,AT1G53340,2025,no,
AT1G53345,AT1G53345,915,no,
AT1G53350,AT1G53350,407,no,
AT1G53370,AT1G53370,33,no,
AT1G53380,AT1G53380,9676,no,
AT1G53390,AT1G53390,2507,no,
AT1G53400,AT1G53400,13287,no,
AT1G53420,AT1G53420,18,no,
AT1G53430,AT1G53430,4801,no,
AT1G53440,AT1G53440,906,no,
AT1G53450,AT1G53450,626,no,
AT1G53460,AT1G53460,3341,no,
AT1G53470,AT1G53470,11569,no,
AT1G53490,AT1G53490,2091,no,
AT1G53500,AT1G53500,10665,no,
AT1G53510,AT1G53510,3542,no,
AT1G53520,AT1G53520,1245,no,
AT1G53530,AT1G53530,3925,no,
AT1G53540,AT1G53540,5887,no,
AT1G53542,AT1G53542,947,no,
AT1G53560,AT1G53560,11586,no,
AT1G53570,AT1G53570,7298,no,
AT1G53580,AT1G53580,15506,no,
AT1G53590,AT1G53590,4413,no,
AT1G53600,AT1G53600,100,no,
AT1G53620,AT1G53620,1314,no,
AT1G53625,AT1G53625,6428,no,
AT1G53633,AT1G53633,4354,no,
AT1G53635,AT1G53635,228,no,
AT1G53645,AT1G53645,5072,no,
AT1G53650,AT1G53650,2567,no,
AT1G53660,AT1G53660,1427,no,
AT1G53670,AT1G53670,4693,no,
AT1G53680,AT1G53680,4375,no,
AT1G53708,AT1G53708,1243,no,
AT1G53710,AT1G53710,4513,no,
AT1G53720,AT1G53720,3113,no,
AT1G53730,AT1G53730,6270,no,
AT1G53750,AT1G53750,19044,no,
AT1G53760,AT1G53760,11218,no,
AT1G53770,AT1G53770,3723,no,
AT1G53780,AT1G53780,2613,no,
AT1G53790,AT1G53790,1767,no,
AT1G53800,AT1G53800,982,no,
AT1G53830,AT1G53830,7516,no,
AT1G53840,AT1G53840,14475,no,
AT1G53850,AT1G53850,12568,no,
AT1G53860,AT1G53860,450,no,
AT1G53887,AT1G53887,851,no,
AT1G53910,AT1G53910,17235,yes,ERF
AT1G53920,AT1G53920,9250,no,
AT1G53950,AT1G53950,225,no,
AT1G53980,AT1G53980,581,no,
AT1G53990,AT1G53990,293,no,
AT1G54000,AT1G54000,11896,no,
AT1G54010,AT1G54010,6030,no,
AT1G54020,AT1G54020,381,no,
AT1G54030,AT1G54030,11037,no,
AT1G54050,AT1G54050,8247,no,
AT1G54060,AT1G54060,5967,yes,Trihelix
AT1G54070,AT1G54070,198,no,
AT1G54080,AT1G54080,10644,no,
AT1G54090,AT1G54090,3700,no,
AT1G54095,AT1G54095,956,no,
AT1G54100,AT1G54100,19364,no,
AT1G54110,AT1G54110,1654,no,
AT1G54115,AT1G54115,4216,no,
AT1G54120,AT1G54120,9699,no,
AT1G54130,AT1G54130,7547,no,
AT1G54140,AT1G54140,4352,no,
AT1G54150,AT1G54150,5414,no,
AT1G54160,AT1G54160,270,yes,NF-YA
AT1G54170,AT1G54170,8507,no,
AT1G54180,AT1G54180,2251,no,
AT1G54200,AT1G54200,410,no,
AT1G54210,AT1G54210,9363,no,
AT1G54215,AT1G54215,515,no,
AT1G54217,AT1G54217,3450,no,
AT1G54220,AT1G54220,3830,no,
AT1G54250,AT1G54250,5833,no,
AT1G54260,AT1G54260,5017,no,
AT1G54270,AT1G54270,17574,no,
AT1G54280,AT1G54280,36,no,
AT1G54290,AT1G54290,9855,no,
AT1G54310,AT1G54310,776,no,
AT1G54320,AT1G54320,13652,no,
AT1G54330,AT1G54330,278,yes,NAC
AT1G54340,AT1G54340,5514,no,
AT1G54350,AT1G54350,524,no,
AT1G54360,AT1G54360,3485,no,
AT1G54370,AT1G54370,5553,no,
AT1G54380,AT1G54380,1912,no,
AT1G54385,AT1G54385,1198,no,
AT1G54390,AT1G54390,8029,no,
AT1G54400,AT1G54400,103,no,
AT1G54410,AT1G54410,24666,no,
AT1G54440,AT1G54440,1293,no,
AT1G54450,AT1G54450,3301,no,
AT1G54460,AT1G54460,9164,no,
AT1G54470,AT1G54470,29,no,
AT1G54490,AT1G54490,6164,no,
AT1G54500,AT1G54500,2927,no,
AT1G54510,AT1G54510,1565,no,
AT1G54520,AT1G54520,5371,no,
AT1G54530,AT1G54530,2220,no,
AT1G54540,AT1G54540,274,no,
AT1G54560,AT1G54560,143,no,
AT1G54570,AT1G54570,2284,no,
AT1G54575,AT1G54575,1258,no,
AT1G54580,AT1G54580,17346,no,
AT1G54590,AT1G54590,96,no,
AT1G54610,AT1G54610,5394,no,
AT1G54630,AT1G54630,17815,no,
AT1G54650,AT1G54650,2216,no,
